text,post_type
"['วิศวขนถ่าย', 'วัสดุqr', 'code', 'หัว', 'อะคับ', 'กลุ่มไลน์', 'สัมไม่', 'พี่', 'คน', 'คับ', 'ผม', 'ลอง', 'ติดต่อ', 'ตอบ']",3

"['เครื่อง', 'เล', 'ข', 'งับ', '฿', '450', 'นัด', 'มอ', 'งับ']",1

"['อนุญาต', 'ฝาก', 'ร้าน', 'เบเกอรี่', 'บอร์ด', 'เกม', 'ร้าน', 'NooM', 'bakery', 'x', 'BOARDY', 'boardgame', 'ร้าน', 'หอสตรี', 'บ้านสราญสุข', 'ร้าน', 'เขียว', 'เก่า', 'ร้าน', 'ขาย', 'เบเกอรี่', 'โฮมเมด', 'อบสด', 'เมนู', 'เค้ก', 'อนาคต', 'ขนม', 'ปัง', 'ขนม', 'หลากหลาย', 'ราคา', 'เลือก', 'ซื้อ', '2090', 'บาท']",1

"['ขาย', 'ประกัน', 'หอ', 'ตู้', 'เย็น', '6000', 'เช่า', 'เดือน', '5000', 'จ่าย', '11000', 'ตู้', 'เย็น', 'น้ำ', 'หน่วย', '18', 'ไฟ', '8', 'สอบถาม']",1

"['อนุญาต', 'โพสต์', 'แก้', 'หา', 'ยีราฟ', 'เชิญ', 'ออเดอร์', 'น้า', 'ยีราฟ', 'ตัว', '75', 'บาท', 'ราคา', 'ราคา', 'โรง', 'ปั้น', 'ตอน', 'ทัก', 'คุย', 'ราคา', 'สมหวัง', 'ยินดี', 'น้า', 'สม', 'หวัง', 'ค้า']",1

"['ปล่อย', 'สัญญา', '220166', 'สัญญา', '1', 'ปี', 'เช่า', '5900', 'บาท', 'เดือน', 'กลาง']",1

"['ร้าน', 'Happy', 'ice', 'cream', 'มอ', 'มจพ', 'โครงการ', 'วิน', 'มอไซร์', 'โปรโมชั่น', 'ตอน', 'ร้าน', 'ไอครีม', 'size', 'M', '29', '฿', 'ไอครีม', 'size', 'L', '35', '฿']",1

"['อนุญาต', 'แอดมิน', 'ย้าย', 'หอ', 'ขน', 'สนใจ', 'สอบถาม', 'ถุง', 'ผ้า', 'ห่ม', '25', 'บาท', 'เครื่อง', 'พ่น', 'อโรม่า', 'xiaomi', 'น้ำมัน', 'หอม', '350', 'บาท', 'ชั้น', 'วาง', 'คอม', '150', 'บาท']",1

"['บ้าน', 'ว่าง']",1

"['เช่า', 'บ้าน', 'ทาวน์เฮ้าส์', '3', 'ห้อง', 'นอน', '2', 'ห้องน้ำ', 'มีเฟอร์', 'เครื่อง', 'ไฟฟ้า', 'พื้นที่', '29', 'ตาราง', 'วา', '3', 'ห้อง', 'นอน', '2', 'ห้องน้ำ', 'เครื่อง', 'ไฟฟ้า', 'เฟอร์นิเจอร์', '5', 'ฟุต']",1

"['แนะนำ', 'บ้านเช่า', 'สำหรับ', 'ศึกษา', 'ศึกษา', 'จังหวัด', 'เพื่อน', 'รุ่น', 'พี่', 'รุ่น', 'น้อง', 'คน', 'บ้าน', 'ทำ', 'กิจกรรม', 'รับน้อง', 'รับรุ่น', 'อิสระ', 'ชีวิต']",1

"['เช่า', 'บ้าน', 'หมู่บ้านสิรีนพาร์ค', '2', 'พื้นที่', 'ใช้สอย', '200', 'ตรม', '4', 'ห้อง', 'นอน', '2', 'ห้องน้ำ', '8', 'คน', 'เฟอร์นิเจอร์', 'เครื่อง', 'ไฟฟ้า']",1

"['หา', 'รองเท้า', 'น้องหาย', 'ชั้น', 'รองเท้า', 'หน้า', 'หอเอื้อง', 'ฟ้า', 'ใส่', 'คืน']",0

"['อนุญาต', 'สอบถาม', 'รู้', 'รู้จัก', 'คน', 'โดน', 'ทัก', 'โทร', 'ชวน', 'ทำ', 'งาน', 'รู้']",3

"['ปล่อย', 'สัญญา', 'ขาย', 'ประกัน', 'หอ', 'หอ', 'พักสมาร์ทเพลส', 'มอ', 'เดิน', '5', 'นาที', 'จ่าย', '11000', 'ตอน', 'คืน', '12000', 'ห้อง', 'เดือน', '4900', 'เน็ต', 'ห้อง', 'ละเรา', 'เตอร์', 'ตู้', 'เตียง']",1

"['ขาย', 'สาย', 'ชาร์จไอโฟน', 'usb', 'c', 'lightning', 'ไหม']",3

"['ขาย', '400', 'สภาพ', '99', 'สอบ', 'กล่อง', 'นัด', 'ผม']",1

"['ประกาศ', '10', 'มค66', 'เวลา', '0951', 'น', 'ชุด', 'ศึกษา', 'หล่น', 'เชิง', 'สะพาน', 'ข้าม', 'วัด']",0

"['เชิญ', 'พ่อแม่', 'พี่น้อง', 'พี่ป้าน้าอามา', 'งาน', 'แข่งขัน', 'ดนตรี', 'ลูก', 'ลูก', 'หลาน', 'พาหลาน', 'งาน', 'อิ่ม', 'จุก', 'เสียง', 'ดนตรี', 'แน่นอน', 'โปรด', 'อย่า', 'พลาด', 'ทำ', 'บุญ', 'เอ้ย', 'สมัคร']",3

"['หาคน', 'หารคอสmath', '1', 'ติว', 'คน', '330', 'สนใจ', 'แชต']",3

"['ขาย', 'งับ', '450', 'ฟรี', 'กล่อง', 'ทิ้ง']",1

"['ขาย', '2000', 'สนใจ', 'ib', 'นัด', 'มอ']",1

"['กุญแจ', 'รถ', 'ทัก', 'คับ', 'โต๊ะ', 'ลาน', 'มะเร็ง']",0

"['หา', 'เครื่อง', 'เล', 'ข', 'รุ่น', 'เย็น', 'มจพคับ']",3

"['ขาย', '600', 'งาน', 'ปกติ', 'สภาพ', 'ดี', 'กล่อง', 'คู่มือ', 'นัด', 'มอ']",1

"['อนุญาติ', 'หา', 'หาย', 'หู', 'ฟัง', 'บลูธูทรุ่น', 'สี', 'รูป', 'หล่น', 'หาย', 'บริเวณ', 'โรง', 'อาหาร', 'ตึก', '40', 'ตึก', '65', 'ขอบคุณ', 'สำหรับ', 'พื้นที่']",0

"['ร้าน', 'ฝาก', 'ร้าน', 'ร้าน', 'ปัง', 'ปิ้ง', 'ขนม', 'ปัง', 'ปิ้ง', 'ราคา', '2', 'แผ่น', '20', 'บาท', 'เนยนม']",1

"['ทำ', 'กุญแจ', 'หล่น', 'สะพานหลัง', 'มอ']",0

"['บัตร', 'ประขา', 'ชน', 'หาย', 'ร้าน', 'ต้น', 'เอกโทร', '0847348218']",0

"['เวลา', 'จอด', 'รถ', 'คน']",3

"['ปล่อย', 'สัญญา', 'หอ', 'พักสมาร์ทเพลส', 'มอ', 'เดิน', '5', 'นาที', 'จ่าย', '11000', 'ตอน', 'คืน', '12000', 'ห้อง', 'เดือน', '4900', 'เน็ต', 'ห้อง', 'ละเรา', 'เตอร์', 'ตู้', 'เตียง']",1

"['สนใจ', 'วิชา', 'เรียน', 'Eng', 'work', '080103018', 'ซัมเมอร์', 'ไหม', 'คน', '6', 'หน่วย', 'กิต', 'จบ', 'ปี', 'รวบรวม', '25', 'คน', 'อาจารย์', 'ซัมเมอร์', 'สนใจ']",3

"['ลืม', 'กุญแจ', 'ลาน', 'กาแฟ', 'หน้า', 'ตึก', '62', 'ฝาก', 'ร้าน', 'กาแฟ', 'ค้า', 'บบ']",0

"['English', 'conversation', 's', '6', 'อาจารย์', 'david', 'คณะ', 'สาขา', 'เจ้าของ', 'เซคหรอคะ']",3

"['พรุ่ง', 'น้อง', 'รหัส', '65', 'ทักษะ', 'กีฬา', 'ฟุตซอล', 'คัด', 'ตัว']",3

"['ปล่อย', 'มั้ยยงับ']",3

"['เช่า', 'พื้นที่', '410', '40', 'ตรม', 'มอ', 'ติด', 'ร้าน', 'เครื่อง', 'บุญชู', '0830128726']",1

"['ขาย', 'เครื่อง', 'เลข', 'รุ่น', 'หา', 'ซื้อ']",3

"['รบกวน', 'เพื่อน', 'ทำ', 'สอบถาม', 'ตัดสินใจ', 'ซื้อ', 'เครป', 'เย็น', 'ไหม', 'ค้าบ', 'สอบถาม', 'วิชา', 'INDUSTRIAL', 'MARKETING', 'ต้องการ', '100', 'คน', 'กรุณา', 'เพื่อน', 'พี่', 'น้อง', 'คน', 'ค้า', 'กด', 'ลิ้งค์', 'สแกน', 'คิวอาร์', 'โค้ด', 'งับ', 'ปุ', 'ก้าด', 'เครปเย็น', 'สนใจ', 'ขาย', 'น้า', 'อย่า', 'ลืม', 'อุดหนุน', 'คับ']",3

"['ขาย', 'ย้าย', 'หอ', 'นัด', 'มอ']",1

"['กุญแจ', 'ตก', 'หน้า', 'ตึก', '62', 'ลาน', 'มะเร็ง', 'ทัก', 'เดี๋ยว']",0

"['อนุญาต', 'แจ้ง', 'ข้อมูล', 'ป้าร้าน', 'กาแฟ', 'หน้า', 'ร้าน', 'ถ่าย', 'เอกสาร', 'เดิน', 'ประตู', 'ม', 'นิดเดียว', 'ฝาก', 'ลูกค้า', 'ท่าน', 'นึง', 'ซื้อ', 'โอน', 'เงิน', 'เงิน', '6', 'พัน', 'บาท', 'เงิน', 'บัญชี', 'หาย', 'ปกติ', 'ลอง', 'สอบถาม', 'ป้า']",0

"['ขาย', 'สาย', 'ชาร์ต', 'typeC', 'typeC', '2', 'M', 'สั่ง', 'ฮะ', 'แกะ', 'ดู', 'ใบ', 'studio', '7', 'ดู', 'ซื้อ', '790', 'ขาย', '750', 'ฮะ', 'ลอง', 'คุย', 'ราคา', 'ฮะ', 'มอ']",1

"['1', 'ตัว', '55', '฿', 'รูป', 'อก', '34', 'แบรนด์']",1

"['ไมโครสวิตช์', 'ขาย', 'ไหม', 'แถว', 'ขาย', 'แนะนำ']",3

"['ขาย', 'หัวชาร์จไอโฟน', '20w', 'แกะ', 'ร้าน', 'Apple', 'Lazada', 'ดู', 'ใบ', 'สั่ง', 'ซื้อ', '600', '฿', 'ดู', 'นัด', 'มอ']",1

"['เตรียม', 'ตัว', 'น้อง', 'พระนคร', 'เหนือ', 'ไดกิ้น', 'คอมเพรสเซอร์', 'ระยอง', 'เยือนน', 'สำหรับ', 'น้อง', 'คน', 'หา', 'งาน', 'งาน', 'เจอ', 'งาน', 'Job', 'Fair']",3

"['ทำ', 'กระเป๋า', 'ตัง', 'หล่น', 'ติดต่อ', 'รับคืน', 'ป้อม', 'ยาม', 'หน้า', 'ตึก', '64']",0

"['เพจ', 'จอง', 'โต๊ะ', 'แนะนำ', 'ราคา', 'ราคา', 'เริ่มต้น', '200', '฿', 'บริการ', 'ดี', 'เหมือน', 'เพื่อน', 'สนใจ', 'แอดไลน์', 'ค้าบ', 'บริการ', 'รีวิว', 'เม้น', 'ไหม', 'ค้าบ']",3

"['เจ้าของ', 'โพสท์', 'ห้อง', 'เช่า', 'คอนโด', 'มจพพระนครเหนือ', 'เช่า', 'เจสติก', 'ทาวเวอร์', 'คอนโดมิเนียม', 'ชั้น', '12', 'ขนาด', '31', 'ตาราง', 'เมตร', '1', 'นอน', '1', 'แขก', 'วิว', 'แม่น้ำ', 'ตกแต่ง', 'ปรับปรุง', 'ห้อง', 'เฟอร์นิเจอร์', 'เครื่อง', 'ไฟฟ้า', 'สระ', 'ว่าย', 'น้ำ', 'ขนาด', 'มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ', 'นิติ', 'บุคคล', 'ดูแล', 'ดี', 'ห้อง', 'ระเบียง', 'วิว', 'แม่น้ำเจ้าพระยา', 'ตึก', 'บัง', 'วิว', 'ปู', 'กระเบื้อง', 'ห้อง', 'นอน', 'ห้องน้ำ', 'เฟอร์นิเจอร์', 'เครื่อง', 'ไฟฟ้า']",1

"['บัตร', 'ลืม', 'สนามฟุตซอล', 'วทอ', 'ทัก', 'ผม']",0

"['ทำ', 'เงิน', 'หล่น', 'ค้าบบ', 'ทัก', 'แถว', 'ร้าน', 'สะดวก', 'ซัก', '11251135']",0

"['คน', 'ลืม', 'โทรศัพท์', 'เซเว่น', 'ม', '3', 'แยก', 'เครื่อง', 'กด', 'สเลอ', 'ปี้', 'ตอน', 'ผม', 'พนังงาน', 'เซเว่น']",0

"['สนุก', 'คณะ', 'ยย', 'สถานที่', 'อาคาร', '81', 'คณะวิศวกรรมศาสตร์']",3

"['ประกาศ', 'ประกาศ', 'พ่อแม่พี่น้อง', 'วิดวะ', 'ส่งท้าย', 'ปี', 'เก่า', 'ปี', 'Happy', 'New', 'Year', 'คน', 'สุข']",3

"['แบ่ง', 'ขาย', 'หัว', 'ปากกา', 'Apple', 'Pencil', 'หัว', '230', 'บาท', 'นัด', 'มอ']",1

"['ฝาก', 'ร้าน', 'ร้าน', 'ตลาด', 'ชิล', 'หยุด', 'จันทร์']",3

"['บัตร', 'นศ', 'หาย', 'ติดต่อ', 'ห้อง', 'วิชาเทคโนโลยี', 'วิศวกรรม', 'ไฟฟ้า', 'ตึก', '63', 'ชั้น', '2']",0

"['หา', 'หนังสือ', 'เล่ม', 'พิมพ์', '3', 'เล่ม', 'ราคา', 'นัด', 'คุย']",3

"['ปล่อย', 'สัญญา', 'เช่า', 'นครอินทร์', 'เดือน', '7000', '฿', '23', 'คน', 'ห้อง', 'พิเศษ', 'ตรม', 'แปลน', 'ห้อง', 'พิเศษ']",1

"['ขาย', '400', 'งับ', 'บ', 'ตอน', 'สอบ', 'นัด', 'มอ']",1

"['ขาย', 'เตา', 'ปิ้ง', 'ไฟฟ้า', 'ซื้อ', 'สัก', 'ขาย', '500', 'ระแวก', 'ใกล้เคียง', 'สนใจ', 'ทัก', 'Inbox']",1

"['อนุญาติ', 'แอดมิน', 'Condo', 'rent', 'Aspire', 'ratchadawongsawang', 'ห้อง', 'ลมเย็น', 'ชวน', 'หาร', '1', 'ห้อง', 'นอน', '1']",1

"['สำหรับ', 'ลูกค้า', 'ทำ', 'สัญญา', '2', 'ปี', '7000', 'เช่า', 'คอนโด', 'aspire', 'รัชดาวงศ์สว่าง', 'ห้อง', 'Studio', 'ขนาด', '23', 'ตรม', 'วิว', '7', 'ชั้น', '23']",1

"['อนุญาต', 'ประกาศ', 'ประชาสัมพันธ์', 'สำหรับ', 'ศึกษา', 'สนใจ', 'เช่า', 'คอนโด']",1

"['ทำ', 'น้องหล่น', 'หาย', 'เจอ', 'น้อง', 'ทัก', 'น้อง', 'คืน', 'น้อง', 'อัลปาก้า']",0

"['เช่า', 'สิรินพาร์ค', '3', 'ม', 'เฟอร์นิเจอร์', 'จอด', 'มอไซต์', 'น้ำ', '4', 'หน่วย', '100', '฿', 'ไฟ', '8', '฿']",1

"['ด่วน', 'เช่า', 'ทาวน์', 'ท่าน้ำ', 'นนท์', 'ตลาดท่าน้ำ', 'นนท์', 'โรงพยาบาลสะพานพระนั่งเกล้า', 'MRT', 'สาย', 'สี', 'ม่วง', 'สถานี', 'สะพานพระนั่งเกล้า', 'เช่า', '15000', '฿', 'ด', 'เลี้ยง', 'สัตว์', 'พันธุ์', 'ลักษณะ', 'เนื้อที่', 'ขนาด', '17', 'ตาราง', 'วา', 'พื้นที่', 'ใช้สอย', '103', 'ตาราง', 'เมตร', '4', 'ห้อง', 'นอน', '2', 'ห้องน้ำ', 'จอด', 'รถ', '1', 'คัน']",1

"['ขาย', 'สัญญา', 'หอโซล', 'Soul', 'Dormitory', 'ต้น', 'เดือน', 'ค', 'สัญญา', '10000', 'ห้อง', '25', 'ตรม', 'ห้อง', 'มุม', 'ห้อง', '6400', 'บาท']",1

"['ต้องการ', 'วิชา', 'ผ่อนผัน', 'เหมือน', 'จอง', 'จ่าย', 'เงิน', 'ปละ', 'แจ้ง', 'ทะเบียน', 'ทะเบียน', 'สมบูรณ์', '100']",3

"['หา', 'หนังสือ', 'อังกฤษ', 'เล่ม', 'โค้ด', 'หิ้ว', 'ไหม']",3

"['ชุด', 'ทำ', 'โปรเจค', 'Arduino', 'ซื้อ', 'ทำ', 'mini', 'project', 'โดน', 'ไฟ', 'ครึ่ง', 'เดือน', 'sาgา', '1700', 'บาท', 'คุ้มมาก', 'แถม', 'ชิ้น', 'แกะ', 'ชุด', 'ทำ', 'โปรเจค', 'Arduino', 'ซื้อ', 'ทำ', 'mini', 'project', 'โดน', 'ไฟ', 'ครึ่ง', 'เดือน', 'sาgา', '1700', 'บาท', 'คุ้มมาก', 'แถม', 'ชิ้น', 'ได้แกะ', 'inbox', 'กล่อง', '49', 'รายการ', 'แถม', '1', 'Arduino', 'R', '3', '2', 'USB', '20', '50', 'CM', '3', 'Bread', 'Board', '830']",1

"['อนุญาต', 'ปล่อย', 'รองเท้า', 'สภาพ', '1600', 'นัด', 'มอ']",1

"['ปล่อย', 'หนังสือ', 'ชื่อ', 'เกีอบ', 'เล่ม', 'สภาพ', 'แทบ', 'รอย', 'ยกเว้น', 'วิชา', 'อังกฤษ', 'เล่ม', '90', 'บาท', '50', 'บาท', 'ม', 'ราคา', '2', 'เล่ม', 'มหาลัย', '100', 'เรียน', 'จันทร์บ่าย', 'อังคาร', 'พุธ', 'พฤหัส', 'math', '1', '3', 'เล่ม', 'อ', 'สุรางค์', 'math', '1', 'gen', '5']",1

"['นัด', 'ดู', 'มจพ', 'อนุญาต', 'ขาย', 'คอม', 'ชุด', 'เคส', 'รายละเอียด', 'ขาย', 'แยก', 'กล่อง', 'คอม', 'ขาย', 'คอม', 'Main', 'board', 'Asus', 'H', '370', 'CPU', 'I', '58400', 'Ssd', 'M', '2', 'WD', '120GB']",1

"['ฝาก', 'open', 'chat', 'สำหรับ', 'หา', 'ห้อง', 'เช่า', 'ระแวก', 'มจพ']",3

"['หนังสือ', 'เล่ม', 'ปล่อย', 'ไหม']",3

