,date_time,username,user_id,post_type,text,image
10,2022-08-07 22:25:19,Aemm Apitya,100023507640132,ประกาศของซื้อขาย,"['ส่งต่อ', 'กระโปรง', 'นักศึกษา', 'พลี', 'ส', 'เอว', '24', '28', 'เอว', '24', '20', 'เอว', '24', '20', 'เอว', '23', '20', 'เอ', 'เอว', '27', '18', 'ตัว', '90', 'บาท', 'ดู', 'นัด', 'มอ']",
11,2022-10-27 20:32:22,เริ่ด จังค่ะ,100012373418157,ประกาศของซื้อขาย,"['มอ', 'ร้าน', 'ขาย', 'หมูกรอบ', 'มั', '้ย', 'นั่ง', 'ทาน', 'หมู', 'ก', 'รอบ', 'จิ้ม', 'น้ำจิ้ม', 'เ', 'ด็ดๆ', 'สวย']",
12,2022-10-27 11:55:42,Gear Threerapat,100023830118139,ประกาศของซื้อขาย,"['ขออนุญาต', 'ขาย', 'รองเท้า', 'adida', 'disney', 'ค้าบ', '3', 'เดือน', 'สกปรก', 'ค้าบ', 'ล้าง', '500', 'บาท', 'มอ', 'มอ', 'คอนโด', 'ลุ', 'ม', 'กล่อง', 'หาย']",https://m.facebook.com/photo/view_full_size/?fbid=1339455200192138&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
13,2022-10-26 13:48:54,Dxm Wirapat,100004217527340,ประกาศของหาย,"['ลืม', 'ร้าน', 'น้ำ', 'ซอย', 'วัด', 'กำแพง', 'ติดต่อ']",https://m.facebook.com/photo/view_full_size/?fbid=2391300121020549&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=qid.-5345086521782669373%3Amf_story_key.1272113616921395%3Atop_level_post_id.1272113616921395%3Atl_objid.1272113616921395%3Acontent_owner_id_new.100004217527340%3Apage_id.197822284350539%3Asrc.22%3Aphoto_id.2391300121020549%3Astory_location.6%3Astory_attachment_style.photo%3Afilter.GroupStoriesByActivityEntQuery%3Aott.ottAX9b2qDlXkdSVCS9%3Asty.308%3Aent_attachement_type.MediaAttachment%3Apage_insights.%7B%22197822284350539%22%3A%7B%22page_id%22%3A197822284350539%2C%22page_id_type%22%3A%22group%22%2C%22actor_id%22%3A100004217527340%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntGroupMallPostCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A657%2C%22publish_time%22%3A1666766934%2C%22story_name%22%3A%22EntGroupMallPostCreationStory%22%2C%22story_fbid%22%3A%5B1272113616921395%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A6%7D%7D%3Aactrs.100004217527340%3Atds_flgs.3%3Aftmd_400706.111111l&__tn__=%2Cg
14,2022-10-24 21:14:17,Peemai Kornkanok,100015072096925,ประกาศของซื้อขาย,"['ขาย', 'เครื่องบดกาแฟ', 'ซื้อ', '2600', 'ขายต่อ', '1900', 'ม', 'สภาพ', 'นางฟ้า', 'รูป', 'คับบ', 'น้อง', 'ซื้อ', 'กิน', 'เป็นส่วนใหญ่', 'แถม', 'กาแฟ', 'ปุก', 'แฟ', '100', 'g', 'คั่ว', 'เข้ม', 'นัด', 'รับได้', 'aspir', 'วงศ์', 'สว่าง', 'ม', 'ให้ได้']",https://m.facebook.com/photo/view_full_size/?fbid=1484783198700736&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=qid.-5345086521999231447%3Amf_story_key.1270798413719582%3Atop_level_post_id.1270798413719582%3Atl_objid.1270798413719582%3Acontent_owner_id_new.100015072096925%3Apage_id.197822284350539%3Asrc.22%3Aphoto_id.1484783198700736%3Astory_location.6%3Astory_attachment_style.photo%3Afilter.GroupStoriesByActivityEntQuery%3Aott.ottAX8GysaAN77XdYXZ%3Asty.308%3Aent_attachement_type.MediaAttachment%3Apage_insights.%7B%22197822284350539%22%3A%7B%22page_id%22%3A197822284350539%2C%22page_id_type%22%3A%22group%22%2C%22actor_id%22%3A100015072096925%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntGroupMallPostCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A657%2C%22publish_time%22%3A1666620857%2C%22story_name%22%3A%22EntGroupMallPostCreationStory%22%2C%22story_fbid%22%3A%5B1270798413719582%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A6%7D%7D%3Aactrs.100015072096925%3Atds_flgs.3%3Aftmd_400706.111111l&__tn__=%2Cg
15,2022-10-26 11:09:58,Patiphan Yootasa,100015065507906,ประกาศของหาย,"['ตามหา', 'airpod', 'ภาพ', 'เคส', 'สี', 'ดำ', 'หูฟัง', 'ข้างใน', 'เครื่อง', 'เปล่าๆ', 'ตัว', 'หูฟัง', 'ผม', 'หาย', 'ตึก', '52', 'ขอบคุณ']",https://m.facebook.com/photo/view_full_size/?fbid=1490612074784295&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=qid.-5345083704329918796%3Amf_story_key.1272036313595792%3Atop_level_post_id.1272036313595792%3Atl_objid.1272036313595792%3Acontent_owner_id_new.100015065507906%3Apage_id.197822284350539%3Asrc.22%3Aphoto_id.1490612074784295%3Astory_location.6%3Astory_attachment_style.photo%3Afilter.GroupStoriesByActivityEntQuery%3Aott.ottAX9SF_6V7grpi_9I%3Asty.308%3Aent_attachement_type.MediaAttachment%3Apage_insights.%7B%22197822284350539%22%3A%7B%22page_id%22%3A197822284350539%2C%22page_id_type%22%3A%22group%22%2C%22actor_id%22%3A100015065507906%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntGroupMallPostCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A657%2C%22publish_time%22%3A1666757398%2C%22story_name%22%3A%22EntGroupMallPostCreationStory%22%2C%22story_fbid%22%3A%5B1272036313595792%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A6%7D%7D%3Aactrs.100015065507906%3Atds_flgs.3%3Aftmd_400706.111111l&__tn__=%2Cg
16,2022-10-25 22:11:18,Panusorn Tonghattha,100005008452606,ประกาศของซื้อขาย,"['เบอร์', 'ร้าน', 'ลุง', 'ขาย', 'คอ', 'หมู', 'ย่าง', 'ไส้', 'ย่าง', 'วัด', 'ไหม', 'โทร', 'ถาม', 'แน่ใจ', 'ก่อนที่จะ', 'ซื้อ', 'เค้า', 'ป่าว']",
17,2022-10-23 23:34:57,KMUTNB Community,293635412908263,ประกาศของซื้อขาย,"['ส่งต่อ', 'workbook', 'phi', 'ไหม']",https://scontent.fbkk22-1.fna.fbcdn.net/v/t39.30808-6/312875718_375888588016278_6754269389155009949_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=101&ccb=1-7&_nc_sid=5bac3a&_nc_ohc=HQ_Gf_tDOZYAX9djrym&_nc_ht=scontent.fbkk22-1.fna&oh=00_AfDzZ4lLK5lMaz8NqrkmtAjowEDWyMzPoMTOMJbJwVGpCw&oe=6361A0D3
18,2022-10-25 13:37:57,Pattarapaporn Kijmongkolchai,100007939998840,ประกาศของหาย,"['สอบถาม', 'ถอน', 'วิชา', 'เรียน', 'วิชา', 'นึง', 'ตารางเรียน', 'วิชา', 'หาย', 'วิชา', 'โผล่', 'เลข', 'ที่นั่ง', 'สอบ', 'ทำ']",
19,2022-10-25 19:15:47,Fon Kwr,100001502436256,ประกาศของหาย,"['ทำ', 'หล่น', 'ทัก', 'รับคืน']",https://m.facebook.com/photo/view_full_size/?fbid=5820329548027069&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=qid.-5345083704539213923%3Amf_story_key.1271513666981390%3Atop_level_post_id.1271513666981390%3Atl_objid.1271513666981390%3Acontent_owner_id_new.100001502436256%3Apage_id.197822284350539%3Asrc.22%3Aphoto_id.5820329548027069%3Astory_location.6%3Astory_attachment_style.photo%3Afilter.GroupStoriesByActivityEntQuery%3Aott.ottAX-1DibN6_J3iEAH%3Asty.308%3Aent_attachement_type.MediaAttachment%3Apage_insights.%7B%22197822284350539%22%3A%7B%22page_id%22%3A197822284350539%2C%22page_id_type%22%3A%22group%22%2C%22actor_id%22%3A100001502436256%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntGroupMallPostCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A657%2C%22publish_time%22%3A1666700147%2C%22story_name%22%3A%22EntGroupMallPostCreationStory%22%2C%22story_fbid%22%3A%5B1271513666981390%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A6%7D%7D%3Aactrs.100001502436256%3Atds_flgs.3%3Aftmd_400706.111111l&__tn__=%2Cg
20,2022-10-06 19:14:15,Pimolphan Saisuwan,100012798491239,ประกาศของซื้อขาย,"['ขาย', '‼', 'ขาย', 'สัญญา', 'หอ', 'kin', 'hous', '‼', 'สัญญา', '8000', 'บาท', 'เข้าเดือน', '5500', 'บาท', '13500', 'บาท', 'ตอน', 'หมดสัญญา', 'ได้คืน', '8000', 'บาท', 'หมดสัญญา', 'กค', '2566', 'ห้อง', 'สไตล์', 'loft', 'ผนัง', 'นึง', 'สีแดง', 'ส้ม', 'สี', 'ห้อง', 'เหมือน', 'รูป', 'ห้อง', 'เดือน', '5500', '฿', 'ค่าน้ำ', '8', '฿', 'ไฟ', '18', '฿', 'ขั้นต่ำ', 'มีค่า', 'ส่วนกลาง', 'กุญแจ', 'คีย์', 'การ์ด', '2', 'ชุด', 'เสียเงิน', 'มีระบบ', 'รักษา', 'ความปลอดภัย', 'keycard', 'รปภ', 'หน้า', 'หอ', 'เวลา', 'กลางคืน', 'บันไดหนีไฟ', 'กลาง', 'หอ', 'ชั้น', 'free', 'wifi', '1', 'user', 'ใช้ได้', '4', 'เครื่อง', 'เครื่องซักผ้า', 'ชั้น', 'เครื่องกรองน้ำ', 'ฟรี', 'ชั้น', '1', 'จ่าย', 'ค่าเช่า', 'วันที่', '5', 'น้ำขวด', 'ฟรี', '1', 'แพ', 'ค', 'ที่นั่ง', 'ส่วนกลาง', 'โต๊ะกินข้าว', 'โต๊ะ', 'หน้า', 'หอ', 'โต๊ะ', 'สวน', 'โซฟา', 'เครื่องใช้ไฟฟ้า', 'ห้อง', 'แอร์', 'เครื่องทำน้ำอุ่น', 'ทีวี', 'led', 'ตู้เย็น', 'เฟอร์นิเจอร์', 'เตียง', '35', 'ฟุต', '2', 'เตียง', 'โซฟา', '2', 'ที่นั่ง', 'โต๊ะเขียนหนังสือ', 'เก้าอี้', '2', 'ที่นั่ง', 'ตู้เสื้อผ้า', 'บิ้ว', 'อิน', '2', 'ฝั่ง', 'อ่าง', 'ล้างจาน', 'ชั้นวางของ', 'ระเบียง', 'ราวตากผ้า', 'ตัว', 'ห้องน้ำ', 'แบ่ง', 'โซน', 'เปียก', 'โซน', 'แห้ง', 'วาง', 'สำหรับ', 'อาบน้ำ', 'สนใจ', 'inbox', 'รูป', 'สอบถาม']",https://m.facebook.com/photo/view_full_size/?fbid=1561353940967874&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
21,2022-09-04 21:18:37,Boonyarat Wiriyom,100069292905126,ประกาศของซื้อขาย,"['ขาย', 'สัญญา', 'หอ', 'sp', 'apart', '11000', '฿', 'ได้คืน', 'ตอน', 'กลางเดือน', 'หมดสัญญา', 'เดือน', 'พฤศจิกายน', '2565', 'ต่อสัญญา', 'เดือน', '5500', 'ไฟ', '8', 'น้ำ', '18', 'ทีวี', 'ตู้เสื้อผ้า', 'ขนาดใหญ่', 'เตียง', '6', 'ฟุต', 'แอร์', 'เครื่องซักผ้า', 'หอ', 'ลิฟต์', 'wifi', 'ท์', 'เต', 'อร', '์', 'ห้อง', 'แรง', 'ไม่ต้อง', 'แย่ง', 'เซเว่น', 'หอ', 'ร้านอาหาร', 'ล้อมรอบ', 'ห้องน้ำ', 'ที่จอดรถ', 'ล็อค', 'เฉพาะที่', 'คีย์', 'การ์ด', 'ประตู', 'หอ', 'ห้อง', 'ระบบ', 'คีย์', 'การ์ด', 'เดิน', 'เรียน', 'นั่ง', 'วิน', '15', 'วิน', 'หอ']",https://m.facebook.com/photo/view_full_size/?fbid=396636232656137&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
22,2022-10-23 15:13:14,Mint Sopanat,100010367850418,ประกาศของซื้อขาย,"['ขาย', 'สัญญา', 'หอพัก', 'หญิง', 'hyde', 'park', 'corner', 'หอ', 'โซน', 'หอ', 'เปิ่น', '2', '10000', '฿', '•', 'เงินประกัน', '10000', 'รับคืน', '•', 'ห้อง', '4900', '฿', 'เดือน', '•', 'ไฟ', '8', 'ค่าน้ำ', '18', 'ขั้นต่ำ', '100', '•', 'เตียง', '35', 'ฟุต', 'แอร์', 'ตู้เสื้อผ้า', 'โต๊ะ', 'เก้าอี้', 'อ่านหนังสือ', 'เครื่องทำน้ำอุ่น', 'กระจก', 'ห้อง', 'ซิงค์', 'ล้างจาน', 'เราเตอร์', 'ห้อง', '•', 'ระบบ', 'สแกน', 'หน้า', 'นิ้วมือ', '•', 'ร้านกาแฟ', 'หอ', '•', 'สัญญา', '30', 'เม', 'ย', '66', '•', 'หอ', 'เครื่องซักผ้า', 'หยอด', 'เหรียญ']",https://m.facebook.com/photo/view_full_size/?fbid=1748950352127210&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg
23,2022-10-22 21:20:27,Nattawipa Daorueang,100012620883600,ประกาศของหาย,"['สอบถาม', 'บัตร', 'นักศึกษา', 'หาย', 'ทำ', 'รอ', 'บัตร', 'ไหม']",
24,2022-10-22 16:32:45,KMUTNB Community,1106055506990691,ประกาศของหาย,"['ลืม', 'กระเป๋า', 'ลาน', 'มะเร็ง', 'หน้า', 'ตึก', '62', 'โต๊ะ', 'ยาม']",https://scontent.fbkk22-5.fna.fbcdn.net/v/t39.30808-6/312282834_1345525842522335_5359116046097448094_n.jpg?stp=cp1_dst-jpg_e15_fr_q65&_nc_cat=111&ccb=1-7&_nc_sid=5bac3a&_nc_ohc=s3XfF12IC6UAX9w2OYX&_nc_ht=scontent.fbkk22-5.fna&oh=00_AfAsFf5RuAYq8GfpcjQJwkYw3it23zc_6QC3Pjrq1GYhiQ&oe=63628AD1
