date_time,username,user_id,post_type,text,text_uncut,image,post_url
2022-11-13 22:14:21,KJ Napattira,100014349966668,ประกาศของซื้อขาย,"['ขาย', 'ขาย', 'เครื่องคิดเลข', 'รุ่น', 'fx', '991', 'ex', '450', '฿', 'ซื้อ', 'พัน', 'นึง', 'กี่', 'กล่อง', 'นัด', 'มอ']",ขายแล้วค่ะ ขายเครื่องคิดเลขรุ่น FX991EX 450฿ซื้อมาพันนึงค่ะ ใช้ไปไม่กี่ครั้ง ไม่มีกล่องนะคะ นัดรับในมอได้ค่ะ,https://m.facebook.com/photo/view_full_size/?fbid=1439902656498053&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY8Q8JJtrmvDWOUcZaTRLxlueWx0Zvo0IzP63xcucC_RrDjn1EM2NI9MqYC-MJKRUvKUuQJk61nOS9Hsrr4NqK58OIkdLKgrG_4KBNt4u7fn2hbyIj4DDyJNMeCuAW6F-4Tz-1GW09_u4Nli9wQtHEZryYH8CTuWepYSTA1V50af5p-iXs8RVTFPkjTaZl6w8eLdjpXs3Gql53OYCtlAaabJAajr3rZ92K7H0miTua1PdEWFJndvzxCmvhDMTPY7WoljqIZ7jB6v_3dEo2-W6JaunwWdup_JUXc8marN_8thQtMKkAIkXh6O_LRpbPfuSTR3paTA5VSWnuyvwqcq9-tvGfTKaIsUqYzkaKzpkkVFMi-EsiONdsfhDL08I3azVgZxHQbvdzz5bMr9bBHvtikYgGxtm0HC5h1nUVY-nMAn08sgw-D4lt3KAl0rR3bcoLmCxPw_9LoKZCDkFtW-BZZZ4gXTCmX81_Dgi2Y8UryiNnBJEJkvzelFPP0jYOFXBIuzkwYmpHyNmUDW7F_kXGUdqWXmzl0jCP3oRb7uzzFfcI-4S6vvVSy1Epw12XDl5gZfE7LDhHqXWje2yETlsRaXCv2zLsuRjGDZTxRMm27cVy9nZ0RKAM-4YxLbi0PVcGz4TmojFNm4AVVf8vnwjgGx0PI88VVwKhtvpjr7AiIBs2JTKgLVNrl0Ybz6ZD9LA5rrSWtVQsfsw3QTLfMFYhLychtPO0WVHo_XBxoMl-7Cr65d98AUJtWKbj9uGePfx6FdKMRuihyqqUrwcW03OK-23QtgpEBn6qw6QD8qHHW5Y-x3uZPZOQjMSyVyG4Bqgcv9S-Zf9ez4lP2RUmc0dOmeD-Q3DS4DZEsCeLgY1leCg9UDGSp3UjeyV5yKe_-sMB470XAkteoJhPo-n0VLN-Y5hsVeaH_9rPP3g5ydY2LX-R4LlqxwsajxPmSMHQL1TF11DUGw4LKSdlvIvkIb1-IRvSrDlYUXYECajzVyHld6oCWpdPW7TmC4C4jmfrX3qkIt_qOsfgT0PiMc4oYEDgrOLiA-uv66lT9WlJCOoy5jMEjt0xb7APzGlu13pdoMzIJZ-6jjbxlQl8dZ27rWXMd3S5Mlz_NBhZNaS76vHQQ&__tn__=%2Cg,https://m.facebook.com/groups/197822284350539/permalink/1285205938945496/
2022-11-13 19:33:29,Nopparat Leknok,100002280987476,ประกาศของซื้อขาย,"['ขาย', 'บัตร', 'คอนเสิร์ต', 'toy', 'subscrib', 'rama', '7', 'ขาย', '1', 'ใบ', '200', 'บาท', 'ร้าน', 'ขาย', 'เพื่อน', '1', 'คน', 'ส่งต่อ', 'บัตร', 'บัตร', 'รับหน้า', 'งาน', 'งาน']",ขายบัตรคอนเสิร์ต the toy ที่ subscribe rama 7 ขาย1ใบค่ะ 200บาทเท่ากับที่ร้านขายค่ะ พอดีเพื่อนไม่ไป1คนเลยมาส่งต่อบัตรค่ะ บัตรรับหน้างานวันงานนะคะ,,https://m.facebook.com/groups/197822284350539/permalink/1285112175621539/
2022-11-12 15:27:15,Manassawee Ardwichian,100005597557558,ประกาศของซื้อขาย,"['ส่งต่อ', 'บัตร', 'the', 'toy', 'คอน', 'วันที่', '16', 'พย', 'ร้าน', 'subscrib', 'rama', '7', 'ใบ', '180', 'บาท', '8', 'ใบ', 'นัด', 'บัตร', 'หน้า', 'งาน', 'ติดธุระ', 'ซื้อ', 'ลดราคา', 'น้า', 'สน', 'ใจมา', 'คุย', 'line', 'mnswzj']",ส่งต่อบัตร THE TOYS คอนวันที่ 16 พย ร้าน Subscribe rama7 ใบละ180บาท มีทั้งหมด 8ใบค่ะ นัดรับบัตรหน้างานค่ะ ติดธุระไปไม่ได้จริงๆค่ะ ซื้อเยอะลดราคาได้น้า สนใจมาคุยกันก่อนได้ค่า Line mnswzj,https://m.facebook.com/photo/view_full_size/?fbid=2055636111299621&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&__tn__=%2Cg,https://m.facebook.com/groups/197822284350539/permalink/1284294975703259/
2022-11-13 12:41:34,Nuttaprapa Phamonbut,100002447687401,ประกาศของหาย,"['คน', 'กระเป๋า', 'ฝาก', 'ร้าน', 'เจ๊', 'โหด', 'ตลาด', 'ชิ', 'ว', 'ชิ', 'ว', 'เป็นเจ้าของ', 'ติดต่อ', 'รับคืน']",มีคนเก็บกระเป๋าได้แล้วเอามาฝากที่ร้านเจ๊โหด ตรงตลาดชิว ชิว หากใครเป็นเจ้าของมาติดต่อรับคืนได้เลยนะคะ,https://m.facebook.com/photo/view_full_size/?fbid=5676021512489382&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY_mzP9iL51KthQMmYTqccbCR1WzyAhUoFevv4MwTpJNOMDdcK0iqK-PICFTPtu8U1vBzjmxqeOLG75V3y5XJtFJZTlI6EkQXXL1HaMPBaI1roMA7LhFy6epFAYm4AphmHieZK2fBiPMUAq5AsZdtVIYgTF2Amx-WIT3CLLKQIEd4zYuzEbkdUDaRLmArqK3omTvO7BbvPIqdoLddlUBg9TDf_eb77Rr2fXcFv7Nl8IO9VVA4j-usCuleobizMph8VY6PTcelh_BBp7l39hnnrCHA4OlmHet2vK-__Dhl-cihd0fSKmKsAFfF06MUjeKK9BkFdkS_-3YiIwcy-SJtsmD2EEA39RXVnd0wnqp7zULtpCd_9meV6qMePFi2bc9Uo-6muWfxy8IR_lFXcEBCOB6ycshxP6WNX0wp9K47KPRz7_4D7zk1DtKfDTGvSUPaYp8iniG8KONBRHdVtV9XqDj1N2g40bKCvnCjqXsPsvpor_CNjZK73Yz92ejj8-L3lm41GN_Md3IsT2VMaIkvflH6i3QU5iY_BcyZzOrRpYdhf3qPy4DAzq5xRwa7Tkzh7aUh00g0550fed7oHoME0oPqYrxjU8cWxw2-7eyvFNgVKZNPiLJ48Aep8muXDZyYXndEJ3xl1-1vlL_amjz-DwcA947YRKotXzPI2SLFh0pey18viVygZqXoaJpeE05IT8BDQ2sLieWx8r-4E7zocylFnJ7oGvmrRwfQKB4z3Uu7BBmJAEGwv7wiotuPCS6_bOa8TsTFjuJ-0GYZOHTNofLewjl1ScFIESH1dJ6ziqproqVVP3_En8jqRMB1v3x_l7TnmuKjloEDOeL5VIjnjfO6CkLkY2VbJY4zyRjR-kVFpx_2ln9KxqkcpZ52iPxRgDSNUu-4FjvHZiS5LEtz4xPXUWMLCfRl2fCJx8hQfpEd2jioskjsCQo3Yqh9SEZzNg4_G2KMdDWGJMirfV7piElsg6QXpZVs2Rp9nxOoEeXY0IWnApB-cgUuKzqhvbYeb5m2nNJzm1FVtKgAgMaRWNYJ0nlBAuIgZIl28HHpZnk2zlFq9lvrDLbS1cIpUbzi3uKoRyzSX5mNBro1O24vQvtD_2Jk3nNyuFZhJIrZiw&__tn__=%2Cg,https://m.facebook.com/groups/197822284350539/permalink/1284913255641431/
2022-11-12 22:52:01,KMUTNB Community,790023422152456,ประกาศของซื้อขาย,"['แถว', 'มอ', 'ร้าน', 'ขาย', 'ช่อดอกไม้']",แถวมอมีร้านขายช่อดอกไม้บ้างมั้ยครับ,,https://m.facebook.com/groups/197822284350539/permalink/1284534355679321/
2022-11-12 18:31:55,Pannika Kongtan,100082919577609,ประกาศของซื้อขาย,"['ขาย', 'บัตร', 'big', 'mountain', '2022', 'จำนวน', '1', 'ใบ', 'บัตรแข็ง', 'ราคา', 'ใบ', '1650', 'บาท', 'นัด', 'ได้หน้า', 'มอ', 'ตลาด', 'เตา', 'ปูน', 'ซ่อน', 'mrt', 'bt', 'ใกล้เคียง', 'ขาย', 'สะดวก']",ขายบัตร big mountain 2022 จำนวน 1 ใบค่ะบัตรแข็ง ราคาใบละ 1650 บาทรวมส่งนัดรับได้หน้ามอ ตลาดเตาปูน บางซ่อน mrt bts และใกล้เคียงค่ะ พร้อมส่งนะคะ ขายเพราะไม่สะดวกไป,https://m.facebook.com/photo/view_full_size/?fbid=146459658128019&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY-_ER_sdOTHD1OR5rwP78a-snJrMRcBfdeD-kfDxEw1bi1X86q_C1a0osx02XzDQMNj4G9kT1zxbuPmkH9VAsivRSzfR66Qz_Do2nUbvF75XSTJPaoT4_7ItbqxZ0DstbGOE_rHJjIbp2QP5tsFvqKLZsPCTvt8VxAHhnV7tkYtHd7imMH4WFaG9eYlyQn9PcDLrCNBBJklxa7LoTg-gmphd7G96CRpcfiSVvHzRIjrlmIYyUPVVTftdU7JxiUWxpQOlOU7R2UYkD5oDiCaA6iYw9aV8gTuixATihVqNGWkgFfm1nI1GULOhoStK6nOVBo4ZrNlRH_tH4W-fqoIulISEw12RdrqwP84YU6McjisA2l3UZgeOj3bFY4cXRy_7vq38ou_W7_dHJk7Dei_L70QDMym_MNjgmOX83nVSBmzhMzU8ZGPyptc5jg65-ZnJr06TKkdwhPDE8dP6IdKdFLUBuGwNusXI5nx8nS5VFUqpUinphWTytLgbi-l_8knXLKihrxlTi6CekOcVho-tZjA1R2Q7b47x0Uy0JK4uc4ZoAXUssxnnglZMiZvIGSH5OMDRv8BOuHb0IbHADc0Dlt8eW9Axr0B5aZZgOY2_-g1UNGeWCtiIRgLlp1xjBKpW-pCSPabR-EQnoUTuW8nilFneYoWnuSYaoXReaKBWPxyorlDRDpAPfi1DS2mrV-n6i2VWB9ncHEdgqZpgcXBR2ySWI_zRD09COVI3hyN8ZIpAskv2yaeNiIX0MreOk7UW7JW4APOAnO-KaV1iGOa3CFX5ZtLeOREx8cOhGUfrnTuJ1Efdru9PFdPFIR-0urcSA23ATTpxFlMvgU3LZz0nHGT1j2up9u4Y_eOdFr2DHkxyJHhRwQV48s8h_7Xd80i-uP__7qk1hvWcxIh6BAjhuQeS2BVoMPfjusGwe1pnXxaqMXRxuhN75OmZpVg-sPvwd4hB3vathSxhkgnGRXCx0VaO0U5-QuTseaqLuLbEtqO-WDFPw0QYYLqKzse1ZzTdVHiswTiIHw418nmPYOKENWr7mFhECICQ5LqJOH6Ux_Q1whClOm4U5N2rjTsHmy124ec_ogLo95ABeNdaDXze5f1cKBOg2mBeJpn_HTQug&__tn__=%2Cg,https://m.facebook.com/groups/197822284350539/permalink/1284381109027979/
2022-11-12 12:49:52,KMUTNB Community,464760455634550,ประกาศของหาย,"['เห็บ', 'กระเป๋า', 'ตัง', 'สี', 'ผ้า', 'ยีนส์', 'หล่น', 'หาย', 'แถวหน้า', 'ร้า', 'นม', '44', 'หาย', 'เวลา', 'เที่ยงๆ', 'พบเห็น', 'ขอบคุณ']",มีใครเห็บกระเป๋าตังสีผ้ายีนส์มั้ยครับน่าจะหล่นหายแถวหน้าร้านม44หายเวลาประมาณเที่ยงๆครับใครพบเห็นช่วยบอกทีนะครับขอบคุณครับ,,https://m.facebook.com/groups/197822284350539/permalink/1284212882378135/
2022-11-12 09:54:45,KMUTNB Community,505543341516192,ประกาศของซื้อขาย,"['ไค', 'รส', 'น', 'ใจ', 'ซื้อ', 'สัญญา', 'หอ', 'ปากซอย', '11', 'ไหม', 'ห้อง', 'แอร์', 'เดือน', '4500', 'ขาย', 'สัญญา', '2500', '5000', 'ปี', 'ได้คืน', '7000', 'บาท', '26', 'พฤศจิกายน']",มีไครสนใจซื้อสัญญาหอใกล้ปากซอย11ไหมครับห้องแอร์ เดือนละ4500 ขายสัญญาต่อ2500 ที่จริง5000ครบปีได้คืน แรกเข้า7000 บาท พร้อม เข้าอยู่ได้ 26 พฤศจิกายน,,https://m.facebook.com/groups/197822284350539/permalink/1284125699053520/
2022-11-11 15:20:34,Atichart Yp,100013692422062,ประกาศของหาย,"['เจอ', 'นก', 'หน้า', 'ตึก', 'คณะ', 'สถาปัตย์', 'นก', 'หาย', 'ติดต่อ', '0954073841', 'เพื่อน', 'เลี้ยง', 'โทร', 'เพื่อน', 'ขอรับ', 'นก', 'คืน', 'bell', 'pasine', '‼⁉']",‼เจอนกที่หน้าตึกคณะสถาปัตย์ครับ นกใครหายสามารถติดต่อได้ที่ 0954073841 เพื่อนเอาไปเลี้ยงให้ก่อน สามารถโทรบอกเพื่อนเพื่อขอรับนกคืนได้เลยครับBell Pasinee ‼⁉,https://m.facebook.com/photo/view_full_size/?fbid=1510217569444643&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY8HTc1SCf1jNyQQvZa6zIcmu8p7PU5RiRo3WA1WRymMqhPdL0gujRkZcjtpaXwRza6-t0cRMi0FlJv2mUivqUY9ZhFHesZAIBN6Timj92r_bPb5tmU00DmbIFgt75ABAdfkyvgFxGO2EGfVZLjouzMz0vWehVJcH7m_VzhQ6U9PTH_3mVY6ky3YSY9-1tVSuvvsuhtRPYpW2-61VBYpgTHj6Jp_yfQv8B1EPnuc37zCwqvGSSmrINvTNG5uGQwye8zT1UZ0HYZ4kfOy9ApgCzlN-AXbwVUien-KLkr7yD9l35eCtjWIMTnojiGlCG5NBq3NRQcEgl-Hg_e3v7uFntG23APDu0riCGYCMQQKc7oodwnDkRObw5cyZ9bxpSxbUG5Mqv3vsDUYylOwP61wi-zhKIzuoXtcNIiB0jZBY5As8-McR9EBYBwB751TGVtraCRf35LSMIk1WtqLP3i-V06mqX0Oq5XryJNqxKG1IIZt-BAdsTkjccefmA_OA6cBns2n02Oql8AcKsELMW8goQIdPmkUsj_3FVkEuuCnJMY9FqMnsT_Ktmnr8ZO1DKE3wkwxra-BTP2uVAouo-V2dGTbveiAvlDnzG03D-P1HZ2Qth4kadw2dv-wOumN4WdMjjHRDAjA5sJlppqDTcJ9oi8M3LdfoBWroEI2axb-k4-urmyAOL26c1pVII7hQzfqu-0S_Rs204w2ioqUa8Ep_EJNJpiqwIkiAklRNtuzqVX9cdzm-6b_Vj10sfYXFoPZ1krJv_EE2oTZV2p4LBXy-smmzVL17feN8w0SN1hx_IrJuUrn9F-ZgeVtwtjcwfXv4D1MUYwS7FonAlsL53uM3JfeyFYEVXOYXRTp4ZfZgeaxowEVpW-gus5ZZvqPPsrHQAm_jw_7qYTd1NsmaxQdv6XQlQwmfMyQ0RX3p6XOIMCl65GyJ1up-SA8pJiUGYsITE5jpbxVGFd4cAerHNjjIwWWfYV0J-zQz9D8P_wZBtIPd6wIk19qtVtIwcB8TXBwlYGeR92Mh63lWiKTo-xQUAM7ykOKhc4ntyKRynsw0q-rv3TE2FRTHJKm6UHYNm-WnWXPPkwa7Wa5FlpwQK-7UMTf7ovVYbLBwOxsK9T7oEg&__tn__=%2Cg,https://m.facebook.com/groups/197822284350539/permalink/1283551625777594/
2022-11-05 10:46:26,Jongrak M Alyx,100001478470216,ประกาศของหาย,"['ขออนุญาต', 'สอบถาม', 'ค', '่ะ', 'ทำ', 'สูญหาย', 'ใ', 'นม', 'ค', 'ืน', 'ตรงไหน', 'เหรอ', 'คาด', 'ลืม', 'ตึก', 'ส', 'ถา', 'ปัตย์', 'ค่', 'ะ']",ขออนุญาตสอบถามค ่ะ ถ้าทำของสูญหายใ นมสามารถไปตามค ืนได้ตรงไหนบ้าง เหรอคะ คาดว่าน่าจะลืม ไว้ที่ตรงตึกสถา ปัตย์เมื่อวานค่ ะ,,https://m.facebook.com/groups/197822284350539/permalink/1279266419539448/
2022-11-11 16:55:46,Bam Worralak,100028538801507,ประกาศของซื้อขาย,"['ขาย', 'เข็มขัด', 'หัว', 'ค้า', 'ซื้อ', '120', 'บาท', 'คับ']",ขายเข็มขัดพร้อมหัวค้า ซื้อมาใช้แค่ครั้งเดียว 120บาทคับ,https://m.facebook.com/photo/view_full_size/?fbid=950720639222554&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY_P9qgWT2ZiXKYXHi9tgqSKKQBE-7GNVXWrZgQUmJAb8DqSbly3yOZQpX0SsdXxWKJw3oPcQMyebuCmPnBgvokFI2ZhU5JPE12xvlb8tLgRl_6r98Rrd6EvVR9yCD3Uu0q3WIYaRFp_l6r28pIeyPvWCHNFg8ucLCQ0pL0gSVMnOlEmRo686TAEr1qCkyhXpZ9zrtXy8u2kJUUnC1lsCJd2rq59WrmnKfSc4it8wRv3fVOqfk4R1bap0GxMP1ZLwJVYdhMplJMUxTC0appPvEztq3bAhIumTxcJNlpRkrdxjaxU3mEbyEcKiUvV6Lbvp7FL8h4mVuwKSBsQkB_C3XvuEN3gT7ph8uLwxdFpg82cP5gmQm93pZ3LJ87VfmYN115qM2rmVLp6FMukX95IKWuZZPAh8WGWq0CdFC_MUNWVXcRqHEqv0tpI-bpA_uW4-fSyAf30BTrciEhEFP80HM7HGzm4xmmnxthMxa8_W_tJhdt6Io218L2iO4vPsJ4KnSSeeqRbAL8owTFoYnAzPl19i7CMl1Nu9CyroLD8_hk6qSGmTLKmP2qcgFekjBIl0DBhqZwwgNGhMAKtpovkUrNdmamvb1G1KqshKRZWkLHeTza9Kr03Y8S9tiYS_SCJ2up2jTKAZytZZM-demDx_P6kh3GtLCWjdTFfC-UNYKbUiLcw0gqnk2od_t-Wiwad2ofwdPVijkBPmz1EFMXeooOJe0WYbH87P1UNLzgRJkSDCg-o7U0VhiP6h6j1YjewsW8fKamJWucboUKc8UjAHlC_NoqBqlNcmxZAb0S67Zyyje5ewajRcosiPglm7LV_fRs0FHPtYJUyQPy-t6YVDbXqpNMSl4tQ64Ps6kP24ud8yEVoe5I4bxZGVFc1V5YTCP8gD_n1w6HsHyjlL2vKEY0DLCs-cUoXoT1ZHrtGbDd2HIVvePTAxQRSoTVQxVaew-COi_vHcFV-NMym74AIhvqwfij5y757mv5UJSpcLm3nFZlxmOqOtRI5Kgk_E0amtMiR0SKei2dc1moX8M0P4FTDS4MM11oBbjEzviEOayjrNGFOjc8BcyfWnkPmhFJBKjrnct62c3ypBLmcHvK36M3fK5aXbp47e7qnwB1YVg&__tn__=%2Cg,https://m.facebook.com/groups/197822284350539/permalink/1283594299106660/
2022-11-11 16:12:36,Wang Pakamon,100015789728248,ประกาศของซื้อขาย,"['ร้าน', 'ขาย', 'คอนแทคเลนส์', 'รายวัน', 'มอ']",มีร้านขายคอนแทคเลนส์รายวันมั้ยคะหลังมอ,,https://m.facebook.com/groups/197822284350539/permalink/1283573382442085/
