text,post_type
"['หนู', 'อนุญาต', 'หา', 'คน', 'อะ', 'เค้า', 'ขาย', 'กล้อง', 'ฟิมล์', 'เว็ปนึง', 'เฟส', 'บุ๊ค', 'คน', 'โดน', 'เค้า', 'โกง', 'จำนวน', '5', 'คน', 'เค้า', 'โกง', 'กล้อง', 'แฟน', 'หนู', '1600', 'คน', 'รุ้จัก', 'เค้า', 'เงิน', 'แฟน', 'หนู', 'เค้า', 'ทำ', 'งาน', 'เหมือน']",3

"['สอบถาม', 'พ้น', 'สถาพ', 'นักศึกษา', 'ทำ', 'เรื่อง', 'รักษา', 'สภาพ', 'ศึกษา', 'ปตรี', 'เทียบ', 'โอน', 'ปี', '1']",3

"['ฝาก', 'รีวิว', 'อาจารย์', 'อังกฤษ', 'คน', 'Eng', '2']",3

"['คน', 'ร้าน', 'เหล้า', 'คุย', 'ได้ยิน', 'วง', 'ตัว', 'ตัว', 'โวยวาย', 'แหก', 'ปาก']",3

"['มนุษย์', 'สัมพันธ์', 'คิดเชิง', 'ระบบ', 'ตัว', 'ดี']",3

"['สาขา', 'SDA', 'ดู', 'สตอรี่', 'รุ่น', 'พี่', 'แนะนำ', 'ไหม', 'ตัดสินใจ']",3

"['Make', 'friend', 'กันค้าบ']",3

"['มอมี', 'คลีนิก', 'ค้า', 'ล้าง', 'แผล', 'ค้า', 'โรง', 'พยาบาล', 'แพงง', 'ค้า']",3

"['อาจารย์วิชาภาค', 'คณะ', 'ตอน', 'เรียน', 'กล้อง', 'ตอน', 'สอบ', 'กล้อง', 'ไมค์', 'คน', 'คน', 'คิดเห็น']",3

"['ม', 'จอด', 'รถ', 'มอเตอร์ไซค์', 'รถ', 'เก๋ง', 'เอื้ออำนวย', 'รองรับ', 'จอด', 'ศึกษา', 'ไหม', 'ระเบียบ', 'จอด', 'เบียด', 'แง่', 'ดี', 'ม', 'นศ', 'รู้จัก', 'ตัวรอด', 'จอด', 'จอด', 'ม']",3

"['บัตร', 'นศกด', 'เงิน', 'เซเว่นแยก', 'มอ', 'ลืม', 'บัตร', 'ปกติ', 'ตู้', 'ดูด', 'คน', 'ดึง', 'กด', 'ตอน', '4', 'โมง', 'เย็น', 'เจอ', 'ติดต่อ', 'บัตรนศ', 'ชื่อ']",0

"['ถาม', 'ตอน', 'ใบ', 'Transcript', 'ทำ', 'เรื่อง', 'มอ', 'ป่าว', 'สมัคร', 'งาน', 'รู้', 'ออนไลน์', 'มอ', 'ไหม', 'หริอ', 'มอ', 'ทำ', 'เรื่อง', 'ขอบคุณ']",3

"['บัตร', 'ศึกษา', 'หาย', 'สอบแทน', 'กลัว', 'ทำ']",3

"['เรียน', 'วิชา', 'English', 'conversation', 'อาจารย์', 'ท่าน', 'รี', 'วิว', 'ถี้']",3

"['แถว', 'มอ', 'พวงมาลัย', 'ขาย', 'ซื้อ', 'เพื่อน', 'สรุป', 'วิชา']",3

"['ผม', 'เรียน', 'วิชา', 'สอบ', 'ชน', 'ทราบ', 'ไหม', 'วิชา', 'เรียน', 'สอบซ้อน', 'สอบซ้ำซ้อน', 'ใบ', 'แนบ', 'วิชา', 'เรียน']",3

"['รีวิว', 'วิชา', 'อาจารย์', 'คน', 'ดี']",3

"['ทำ', 'เล็บเจล', 'มจพตึก', '63', '•', 'ทาสี', 'ราคา', '180', '฿', 'เพ้นท์', '200', '฿', 'นิ้ว', '3050', '฿', 'ติด', 'อะไหล่', 'ปั้น', 'นูน', '1070', '฿', 'ล้าง', 'เจล', '50', '฿', '•', 'ทำ', 'มอ', 'ตรวจ', 'ATK', 'อาทิตย์', 'ฉีด', 'วัคซีน', '3', 'เข็ม', 'ใส่', 'แมส', 'ถุง', 'มือ', 'ทำ', 'เครื่องมือ', 'อุปกรณ์', 'อบ', 'ฆ่า', 'เชื้อ', 'เช็ด', 'แอลกอฮอล', 'IG', '19', 'decgelnails', 'จอง', 'คิวdm', 'น้า', '—', 'ตึก', '63', 'วทอ']",1

"['แนะนำ', 'ร้าน', 'ก๋วยเตี๋ยว', 'ลับ', 'อร่อย', 'กก', 'อร่อย', 'ง', 'วินs', '9', '20', '40', '50', 'บาท', 'นั่ง', 'ดี', 'กก', 'ผัก', 'ฟรี', 'อร่อย', '900', '1900']",1

"['พี่', 'คน', 'transcript', 'ไหม', 'ไหม', 'ทำ', 'เว็บ', '3']",3

"['ขาย', 'สัญญา', 'หอ', '11000', '฿', 'คืน', 'ตอน', 'กลาง', 'เดือน', 'สัญญา', 'เดือน', 'พฤศจิกายน', '2565', 'สัญญา', 'เดือน', '5500', 'ไฟ', '8', 'น้ำ', '18', 'มีทีวี', 'ตู้', 'เสื้อผ้า', 'ขนาด', 'เตียง', '6', 'ฟุต', 'แอร์', 'เครื่อง', 'ซัก', 'ผ้า', 'หอ', 'ลิฟต์', 'wifi', 'เราท์เตอร์', 'ห้อง', 'แรง', 'แย่ง', 'เซเว่น', 'ใต้หอ', 'ร้าน', 'อาหาร', 'ล้อมรอบ', 'ห้องน้ำ', 'จอด', 'รถ', 'ล็อค', 'มีคีย์การ์ด', 'ประตู', 'หอ', 'ห้อง', 'ระบบ', 'คีย์การ์ด', 'เดิน', 'เรียน', 'นั่ง', 'วิน', '15', 'วิน', 'ล่าง', 'หอตลอด']",1

"['รู้', 'กิน', 'เหล้า', 'เสียง', 'เหรอ', 'ตอน', 'ตี', '2', 'สะดุ้ง', 'ตื่น', 'นึก', 'คน', 'ตอน', '339', 'กรี๊ด', 'หยุด', '5555', 'วัฒนธรรม', 'เจริญ', 'เกรงใจ', 'ลำ', 'คอ', 'ตัว', 'เกรงใจ', 'คน', 'คน', 'เรียน', 'เช้า', '55555']",3

"['หา', 'บ้าน', 'เช่า', 'ระแวก', 'ม', 'เดินทาง', 'มสะดวก', '23', 'ห้อง', 'นอน', 'เรทราคา', '1500020000', 'เฟอร์นิเจอร์', 'เดือน', 'มกราคม']",3

"['รีวิว', 'คอม', 'คร้า', 'บบ']",3

"['ฝาก', 'คน', 'เรียน', 'ห้อง', 'คอม', 'คอม', 'สาธารณะ', 'พื้นที่', 'มอ', 'อลังการ', 'โปรด', 'อย่า', 'หา', 'ทำ', 'สาขา', 'เกี่ยว', 'คอม', 'ปวด', 'หัว', 'เล่น', 'บ้าน', 'ดี', 'คน', 'ห้อง', 'เซค', 'เรียน', 'เรียน', 'คน', 'ปล', 'ผม', 'โพสต์', 'ผม', 'VMware', 'เพื่อน', 'เรียน', 'หน่วย', 'เต็ม', 'เกมส์', 'สะงั้น', 'เครื่อง']",3

"['ขาย', 'สัญญา', 'หอ', 'The', 'Grove', 'Residence', 'หอ', 'สว่าง', '11', 'เดือน', 'พฤษภาคม', 'เดือน', 'เมษายน', 'ขาย', 'สัญญา', '16000', '฿', 'ราคา', 'เต็ม', '19700', '฿', 'มัดจำคีย์การ์ด', 'คืน', 'ตอน', 'เสียหาย', 'ราคา', 'คุย', 'สัญญา', '3', 'เดือน', 'เดือน', 'กค', '62', 'สัญญา', 'ฟรี', 'ทำ', 'สัญญา', '1000', '฿', 'ราคา', 'เช่า', 'เดือน', '7200', '฿', 'ไฟ', 'หน่วย', '8', 'บาท', 'น้ำ', 'หน่วย', '21', 'บาท', 'ห้องไซส์', 'L', 'ขนาด', '32', 'ตรม', 'ห้อง', 'ระเบียง', 'ห้องน้ำ', 'ชั้น', '8', 'มีลิฟท์', 'ทำ', 'สัญญา', 'หญิง', 'ฟรี', 'wifi', '1', 'user', '2', 'เครื่อง', 'Key', 'card', '2', 'ใบ', 'ใบ', '200', '฿', 'ดูแล', 'หอ', 'ช่าง', 'ซ่อมรปภ', '24', 'ชม', 'ห้อง', 'ทิ้ง', 'ขยะ', 'ประจำ', 'ชั้น', 'แม่บ้าน', 'ทำ', 'สะอาด', 'จอด', 'รถ', 'มอเตอร์ไซค์', 'ฟรี', 'จอด', 'รถ', 'ยนต์', '500', '฿', 'เดือน', 'ร้าน', 'ค้า', 'ร้าน', 'อาหาร', 'หอ', 'มีเซเว่น', 'เฟอร์นิเจอร์', 'Builtin', 'ตู้', 'เสื้อผ้า', 'เตียง', 'นอน', '5', 'ฟุต', 'โต๊ะ', 'หัว', 'เตียง', '2', 'ตัว', 'โต๊ะ', 'กิน', 'ข้าว', 'โต๊ะ', 'ทำ', 'งาน', 'สำหรับ', '23', 'นั่ง', 'เก้าอี้', '3', 'ตัว', 'ตู้', 'รองเท้า', 'ชั้น', 'วาง', 'ทีวี', 'เครื่อง', 'ไฟฟ้า', 'แอร์', '1', 'ตัว', 'ทีวี', '1', 'เครื่อง', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'ตู้', 'เย็น', 'ไมโครเวฟ', 'เครื่อง', 'ดูด', 'อากาศ', 'ห้องน้ำ', 'ปล', 'ภาพ', 'ห้อง', 'ตัวอย่าง', 'สนใจ', 'ทัก']",1

"['ขาย', 'สัญญา', 'หอพัฒนลัดดา', 'สว่าง', '11', 'หอ', 'หญิง', 'หอ', 'ร้าน', 'สเตก', 'ร้าน', 'ตัด', 'ผม', 'เดือน', 'พฤษภาคม', 'ราคา', 'เช่า', 'เดือน', '4000', '฿', 'ไฟ', 'หน่วย', '7', 'บาท', 'น้ำ', 'หน่วย', '20', 'บาท', 'ฟรี', 'wifi', '1', 'Key', 'card', '1', 'ใบ', 'ร้าน', 'ค้า', 'ร้าน', 'อาหาร', 'หอ', 'มีเซเว่น', 'ตู้', 'เสื้อผ้า', 'เตียง', 'นอน', '5', 'ฟุต', 'โต๊ะ', 'เครื่อง', 'แป้ง', 'เก้าอี้', '1', 'ตัว', 'ชั้น', 'รองเท้า', 'ซิ้งค์', 'ล้าง', 'จาน', 'ลาว', 'ตาก', 'ผ้า', 'เครื่อง', 'ไฟฟ้า', 'แอร์', '1', 'ตัว', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'เครื่อง', 'ดูด', 'อากาศ', 'ห้องน้ำ', 'ปลภาพ', 'ห้อง', 'รก', 'นึง', 'ดี', 'ยุ่ง', 'สนใจ', 'ทัก', 'idline', 'ddreammerpnk']",1

"['ขาย', 'สัญญา', 'เช่า', 'หอ', 'หญิงกาญจน์', 'ซอย', 'ประตู', 'มอ', 'เลี้ยว', 'ซ้าย', 'ติด', 'ร้าน', 'ข้าว', 'ร้าน', 'กาแฟ', 'สด', 'ตึก', 'สี', 'เทา', 'หอ', 'หญิง', 'เดือน', '5000', 'ชั้น', '5', 'ห้อง', 'ว่าง', 'ย้าย', 'ระเบียง', 'ห้อง', 'แอร์', 'เตียง', 'นอน', '5', 'ฟุต', 'โต๊ะ', '1', 'เก้าอี้', '2', 'ตู้', 'เสื้อผ้า', 'น้ำยูนิต', '18', 'บาท', 'ไฟยูนิตละ', '8', 'บาท', 'สัญญา', 'หอ', '1', 'ปี', '8000', 'บาท', 'คืน', 'ตอน', 'ย้าย', '10000', 'บาท', 'สนใจ', 'ติดต่อ', 'ไอดีไลน์', 'pknwb', 'รูป', 'ห้อง', 'คน', 'เดือน', 'สิงหา']",1

"['เสื้อ', 'ยืด', 'แสน', 'รัก', 'ผ้า', 'ดีดี', 'ประเทศไทย', '“', 'KING', 'MONGKUT', '‘', 'S', '“', 'ราคา', '1', 'ตัว', '190', 'บาท', '3', 'ตัว', 'ตัว', '180', '5', 'ตัว', 'ตัว', '170', 'บาท', 'สนใจ', 'สั่ง', 'KHEMMI', 'line', 'oyf', '2018', 'h', 'เสื้อ', '3', 'พระจอม', 'ฝาก', 'ค้า', 'สินค้า', 'จำนวน', 'จำกัด']",1

"['ขาย', 'สัญญา', 'หอพัฒน์ลัดดา', '2', 'หอญ', 'ชั้น', '3', 'ประตู', 'มอ', 'เดิน', '5', 'นาที', 'ห้อง', '4500', 'น้ำ', 'ไฟ', '18', '8', 'สัญญา', '7000', 'แอร์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'ทีวี', 'ติด', 'ผนัง', 'โต๊ะ', 'หนังสือ', 'ตู้', 'เสื้อผ้า', 'กระจก', 'เตียง', '6', 'ฟุต', 'ใกล้เซเว่น', 'เครื่อง', 'ซัก', 'ผ้า', 'ล่าง', 'สนใจ', 'สอบถาม', 'ทัก', 'ติดต่อ', 'LINE', 'ID', '0624926514', 'โทร', '0624926514']",1

"['ขาย', 'มัด', 'หอ', 'The', 'grove', 'residence', 'มจพ', 'ห้อง', '302', 'ชั้น', '3', 'ห้อง', 'ริม', 'ปลอด', 'เสียง', 'รบกวน', 'กิน', 'มจพ', 'ใกล้เซเว่น', 'จอด', 'รถ', 'จอด', 'มอไซค์', 'มัดจำลด', 'คุย', 'ห้อง', 'แอร์', 'ตู้', 'เย็น', 'ไมโครเวฟ', 'ตู้', 'เสื้อผ้า', 'ชั้น', 'วาง', 'รองเท้า', 'โต๊ะ', 'หนังสือ', 'เก้าอี้', '2', 'ตัว', 'เตียง', '5', 'ฟุต', 'เตียง', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'ทีวี', 'รูปทุก', 'อำนวย', 'สะดวก', 'wifi', 'จอด', 'รถ', 'มอไซค์', 'จอด', 'รถ', 'ยนต์', 'ลิฟต์', 'ห้อง', 'เดือน', '6800', 'บาท', 'สอบถาม', 'inbox']",1

"['สงสัย', 'หอ', 'พัก', 'ราคา', 'หอ', 'พัก', 'แถว', 'มจพ', 'แถม', 'สภาพ', 'ห้อง', 'ดี', 'เฟอร์นิเจอร์', 'ดี']",3

