text,post_type
"['กุญแจ', 'หาย', 'ตึกฟิสิกส์', 'ฝาก', 'อาจารย์', 'สำนักงานภาควิชาฟิสิกส์']",0

"['พบเห็น', 'กระเป๋า', 'สตางค์', 'สี', 'ดำ', 'เงิน', 'สด', 'บัตร', 'ประชาชน', 'ใบ', 'ขับขี่', 'บัตร']",0

"['ลืม', 'ipad', 'ห้องน้ำ', 'ชาย', 'รปภ']",0

"['Relx', 'infinity', 'สี', 'น้ำเงิน', 'รบกวน', 'คืน', 'เค้า', 'ค้าบ', 'ใส่', 'infy', 'หัวใส', 'เค้า', 'ทำ', 'ล่วงหาย', 'คืน']",0

"['ลูกค้า', 'ท่าน', 'ใด', 'ลืม', 'ติดต่อ', 'เคาเตอร์', 'ร้าน', 'kid', 'see']",0

"['ลูกค้า', 'ท่าน', 'ใด', 'ลืม', 'ติดต่อ', 'เคาเตอร์', 'ร้าน', 'kid', 'see']",0

"['เจ้าของ', 'บัตร', 'ทำ', 'กระเป๋า', 'ตังค์', 'หล่น', 'ท่าน', 'ใด', 'รู้จัก', 'ติดต่อ', 'รบกวน', 'เจ้าตัว', 'ติดต่อ', 'ผม']",0

"['อนุญาต', 'หา', 'น้อง', 'แมว', 'น้อง', 'ชื่อ', 'ปีเตอร์', 'เจอ', 'ติด', 'ตอน', 'เป็นห่วง', 'น้อง', 'จังหวัด', 'รู้', 'หลุด', 'ติดต่อ', '0610146185']",0

"['เจอ', 'กระเป๋า', 'ตัง', 'สี', 'น้ำตาล', 'ไหม', 'บัตร', 'ประจำ', 'ตัว', 'ใบ']",0

"['แว่น', 'ไหม', 'ลืม', 'ตึก', '40']",0

"['ทำ', 'แอร์พอต', 'ขวา', 'หาย', 'บริเวณ', 'ติดต่อ']",0

"['เจอ', 'หูฟัง', 'แอร์', 'พอต', '3', 'ซ้าย', 'แถว', 'สวนปาร์ม']",0

"['เจอ', 'กระเป๋า', 'รูป', 'ฝาก', 'ร้าน']",0

"['พวง', 'กุญแจ', 'รถ', 'หล่น', 'สะพาน', 'เขียว', 'ติดต่อ', 'เฟส']",0

"['เจ้าของ', 'บัตร', 'ลืม', 'ติดต่อ', 'ร้านริมน้ำ']",0

"['อนุญาต', 'ตามหา', 'แมว', 'หาย', 'น้อง', 'รบกวน', 'แจ้ง']",0

"['เจอ', 'แอพอ', 'ทตก', 'หน้า', 'ร้าน', 'ขาย', 'อุปกรณ์', 'ทำ', 'เค้ก', 'ตรงข้าม', 'ตลาด', 'นัด', 'ตอน', 'เจอ', 'ร้าน', 'เจ้าของ', 'ร้าน', 'เจอ', 'ติดต่อ']",0

